SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
NOBEL - KS BOX,200,44321,Spain,Sevilla,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France,Tarbes - Lourdes,PMI
NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,54054,Germany,Duesseldorf,JTI
DAVIDOFF - CLASSIC KS BOX,200,88459,Egypt,Cairo,IMPERIAL BRANDS
WEST - RED KS BOX,200,46023,China,Shenyang Taoxian,IMPERIAL BRANDS
CHUNGHWA - KS BOX,200,43087,France,Lyon Saint Exupery,CHINA NATIONAL
THE ONE - CHANGE 1MG KS OCTAGONAL PACK C,200,95177,South Korea,Seoul,KT & G
KOOL - MENTHOL KS BOX,200,43872,Panama,Panama Tocumen,BAT
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,105696,China,Wuxi Shuofang,PMI
PARLIAMENT - NIGHT BLUE KS RCS (PROMO) WHITE - TURKEY DF,200,147827,Turkey,Istanbul Asia Airport,PMI
DUNHILL - INTERNATIONAL 100's BOX,200,46041,China,Chongqing Jiangbei,BAT
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - ITALY DF - IDM ITALY,200,122502,Italy,Ciampino Airport,PMI
CHESTERFIELD - ORIGINAL (4.0) KS BOX - ITALY DF - IDM ITALY,200,123372,Italy,Florence,PMI
SILK CUT - SILVER KS BOX,200,46016,Greece,Rhodes,JTI
NEWS - KS BOX,200,44311,France DP,Lyon Saint Exupery,IMPERIAL BRANDS
DAVIDOFF - LIGHTS KS BOX,200,47571,China,Dalian Zhoushuizi,IMPERIAL BRANDS
RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,91247,Great Britain,Glasgow,IMPERIAL BRANDS
DUNHILL - FINE CUT (BLACK) KS BOX,200,59491,Jordan,Amman,BAT
LAMBERT & BUTLER - KS BOX,200,43912,France,Toulouse,IMPERIAL BRANDS
STATE EXPRESS 555 - GOLD KS BOX,200,59744,China,Nanning Wuxu,BAT
KENT - CONVERTIBLES KS RCB C,200,59762,China,Yantai Penglai,BAT
DUNHILL - INTERNATIONAL KS BOX,200,47577,France,Bordeaux,BAT
DUNHILL - INTERNATIONAL KS BOX,200,47577,France,Marseille,BAT
L&M - BLUE LABEL (5.0 CWB) KS RCB - CANARY ISLANDS DF - IDM SPAIN,200,124959,Canary Islands,Gran Canaria,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,124253,Poland,Lodz,PMI
LUCKY STRIKE - KS BOX,200,43972,China,Changsha Huanghua,BAT
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,China,Jinan Xiaoqiang,BAT
MARLBORO - SOL SHUFFLE MENTHOL KS RCB 600 (PROMO) C MUL SPECIAL OUTER WHITE - TURKEY DF,600,141876,Turkey,Denizli Cardak Airport,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Tanzania,Kilimanjaro,PMI
CAMEL - (YELLOW) KS BOX,200,49844,Greece,Kos,JTI
WINSTON - XSTYLE DUO KS D-SHAPE PACK (FRONT RCB) C SLIMS,200,114057,United Arab Emirates,Abu Dhabi,JTI
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,Canary Islands,Gran Canaria,BAT
STERLING - SUPERKINGS 100's BOX,200,44906,Portugal,Madeira,JTI
ZUMERRET - (BLUE) KS RCB,200,100987,Kyrgyzstan,Manas,INTL. MASIS TABAK
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Greece,Santorini,IMPERIAL BRANDS
WINSTON - ONE KS BOX,200,45199,Turkey,Bodrum Airport,JTI
UNDEFINED,0,0,Poland,Olsztyn,IMPERIAL BRANDS
CAMEL - (YELLOW) KS BOX,200,49844,Ecuador,Guayaquil,JTI
WINSTON - BLUE KS BOX,600,54088,Morocco,Rabat,JTI
LD - RED KS BOX,600,50138,Jordan,Amman,JTI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM SWEDEN,400,122410,Sweden,Lulea,PMI
BENSON & HEDGES - SILVER KS BOX,200,42858,Great Britain,London Heathrow,BAT
BENSON & HEDGES - SILVER KS BOX,200,42858,Great Britain,Aberdeen,BAT
WINSTON - BLUE KS BOX,200,54088,Germany,Duesseldorf,JTI
CAMEL - (YELLOW) KS BOX,400,49844,Greece,Ioannina,JTI
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE WHITE - ZONE 1 DF - IDM SWITZERLAND,400,125565,Switzerland,Geneva,PMI
WINSTON - LIGHTS KS BOX,200,45191,China,Yantai Penglai,JTI
WINSTON - KS BOX,200,45182,China,Kunming Wujiaba,JTI
WINSTON - BLUE KS BOX,600,54088,Jamaica,Montego Bay,JTI
CAMEL - BLUE KS BOX,400,52735,Mauritania,Nouakchott,JTI
WEST - SILVER KS BOX,200,46755,Morocco,Tangier,IMPERIAL BRANDS
VOGUE - MENTHE MENTHOL 100's BOX SUPERSLIMS,400,51102,Turkey,Bodrum Airport,BAT
LUCKY STRIKE - RED KS BOX,200,45366,Turkey,Adana Airport,BAT
GAULOISES - BLONDES (RED) KS BOX,200,45358,Cape Verde,Praia,IMPERIAL BRANDS
DAVIDOFF - GOLD KS BOX,400,88458,Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS
DUNHILL - SWITCH (BLACK) KS RCB C,400,85479,Jordan,Amman,BAT
DAVIDOFF - RICH BLUE 90's OCTAGONAL PACK,200,54262,Morocco,Agadir,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,China,Pengsheng,BAT
MARLBORO - BLUE ICE (2.0) MENTHOL KS BOX C WHITE - SOUTH AFRICA DF,200,100017,Botswana,Gaborone,PMI
GAULOISES - BLONDES (RED) KS BOX,200,45358,Tunisia,Sfax,IMPERIAL BRANDS
WINSTON - BLUE KS BOX,600,54088,Switzerland,Geneva,JTI
LUCKY STRIKE - (PURPLE) KS BOX,200,97914,China,Ningbo Lishe,BAT
MARLBORO - GOLD (3.5) KS RCS 600 SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,123518,Togo,Togo,PMI
CAMEL - FILTER KS BOX,200,88440,France DP,Beauvais,JTI
MARLBORO - (GOLD 3.0) KS RCB WHITE - PHILIPPINES DF,200,114582,Philippines,Manila Downtown Shop,PMI
LUCKY STRIKE - CLICK & ROLL (RED) KS BOX C,200,93045,Tunisia,Tunis,BAT
L&M - BLUE LABEL (5.0 CWB) KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,124242,Germany,Munster-Osnabruck,PMI
BENSON & HEDGES - SPECIAL FILTER KS BOX,200,58737,Morocco,Fes,BAT
MEVIUS - OPTION KS RCB C,200,91512,China,Yantai Penglai,JTI
CAMEL - (YELLOW) KS BOX,400,49844,Dominican Republic,Santo Domingo Las Americas,JTI
WINSTON - (RED) 100's BOX,200,56994,Spain DP,Palma De Mallorca,JTI
OME - MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,103403,Armenia,Yerevan,KARELIA TOBACCO
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Spain,Santiago De Compostela,BAT
WINSTON - EXPAND DUO KS BOX C,400,121580,Morocco,Fes,JTI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - ENGLISH GHW TPD2 DF - IDM POLAND,600,153169,Poland,Wroclaw,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Ivory Coast,Abidjan,IMPERIAL BRANDS
SILK CUT - SILVER KS BOX,200,46016,Spain DP,Palma De Mallorca,JTI
FORTUNA - RED LINE KS BOX,200,61088,Spain DP,Jerez De La Frontera,IMPERIAL BRANDS
LUCKY STRIKE - DOUBLE CLICK WILD KS BOX C,200,99175,Turkey,Gaziantep Airport,BAT
WILLS NAVY CUT - FRESH MINT KS BOX C,200,124480,Saudi Arabia,RIYADH,ITC Ltd.
SUPERKINGS - BLUE 100's BOX,200,46019,Spain,Jerez De La Frontera,IMPERIAL BRANDS
MILD SEVEN - INTERNATIONAL KS BOX,200,45709,China,Yinchuan Hedong,JTI
MARLBORO - FINE TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124701,Greece,Karpathos,PMI
MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,125084,Bosnia-Herzegovinia,Tuzla,PMI
WINSTON - (RED) 100's BOX,200,56994,Martinique,Fort-de-France,JTI
NATURAL AMERICAN SPIRIT - (YELLOW) KS BOX,400,54462,Mexico,Guadalajara,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Brazil,Rio de Janeiro,BAT
MEVIUS - FOUR FLAVOR MENTHOL OPTION MENTHOL KS RCB C,200,96437,Taiwan,Taipei - Taoyuan,JTI
LUCKY STRIKE - BLUE KS BOX,200,57357,Spain DP,Barcelona,BAT
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,Guadalupe,Pointe-a-Pitre,PMI
STERLING - (RED) KS BOX,400,61078,Great Britain,Southampton,JTI
GAULOISES - BLONDES (RED) KS BOX,400,45358,France,Lyon Saint Exupery,IMPERIAL BRANDS
PANDA - KS BOX,200,51675,China,Chongqing Jiangbei,CHINA NATIONAL
MAYFAIR - SKY BLUE KS BOX,200,46686,Spain DP,Bilbao,JTI
UNDEFINED,0,0,India,Indira Gandhi,KING'S TOBACCO
LUCKY STRIKE - CLICK & ROLL KS BOX C,200,59257,Morocco,Casablanca,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Nanning Wuxu,IMPERIAL BRANDS
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Spain DP,Reus,IMPERIAL BRANDS
MARLBORO - TOUCH ONE KS RCS SLIMS WHITE - TURKEY DF,200,100977,Turkey,Dalaman Airport,PMI
WINSTON - LIGHTS KS BOX,200,45191,China,Quanzhou,JTI
MARLBORO - GOLD (3.5) KS RCB - TURKEY DF,200,123070,Turkey,Diyarbakir Airport,PMI
STERLING - (RED) KS BOX,200,61078,Spain DP,Barcelona,JTI
LUCKY STRIKE - AMBER KS BOX C,600,127567,Mexico,Monterrey,BAT
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,122776,France DP,Marseille,PMI
DAVIDOFF - MAGNUM GOLD KS OCTAGONAL PACK MAGNUM,200,93529,Turkey,Adana Airport,IMPERIAL BRANDS
CAMEL - LIGHTS KS BOX,200,43025,Russia,Astrakhan,JTI
MORE - MENTHOL KS BOX,200,46828,China,Ningbo Lishe,JTI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C JUMBO WHITE - TURKEY DF,200,98190,Turkey,Trabzon Airport,PMI
VOGUE - LILAS 100's BOX SLIMS,200,50571,Spain,Reus,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - GENERIC DF-ENG TXT,200,122896,Curazao,Curacao,PMI
CAMEL - BLUE KS BOX,200,52735,Austria,Graz,JTI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - GENERIC DF-ENG TXT,200,139312,Mexico,Mexico City,PMI
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Mexico,Monterrey,PMI
WINSTON - KS BOX,200,45182,China,Shanghai Pudong,JTI
CHESTERFIELD - RED KS BOX - NORTH AFRICA DF,200,58956,Morocco,Casablanca,PMI
DJARUM - BLACK KS BOX,200,54694,Turkey,Izmir Airport,P.T. DJARUM
KENT - HDI BLUE KS RCB SLIMS,200,88319,Turkey,Diyarbakir Airport,BAT
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Brazil,Salvador,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,124289,Poland,Gdansk,PMI
PARLIAMENT - NIGHT BLUE KS RCB 400 WHITE - TURKEY DF,400,59761,Turkey,Gaziantep Airport,PMI
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Hohhot Baita,KT & G
DAVIDOFF - MAGNUM 90's OCTAGONAL PACK,200,46929,Turkey,Eskisehir Airport,IMPERIAL BRANDS
PARLIAMENT - BLUE KS RCB WHITE - ISRAEL DF - IDM JR HEINEMANN,200,123361,Israel,Tel-Aviv,PMI
L&M - DOUBLE FORWARD MENTHOL KS RCB C WHITE - GENERIC DF-ENG TXT,200,157067,Cape Verde,Rabil,PMI
DAVIDOFF - CLASSIC KS BOX,600,88459,Kuwait,Kuwait,IMPERIAL BRANDS
VOGUE - CLIC BLEUE 100's BOX C SUPERSLIMS,200,104076,Morocco,Casablanca,BAT
MARLBORO - (RED FWD) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,125037,Great Britain,Glasgow,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Oman,Salalah,PMI
SALEM - KS SOFT,200,49692,China,Xian Xianyang,JTI
MAYFAIR - SKY BLUE KS BOX,200,46686,Turkey,Izmir Airport,JTI
WINSTON - LIGHTS KS RCB,400,54555,Tunisia,Tunis,JTI
GAULOISES - BLONDES (BLUE) KS BOX,600,45969,Switzerland,Geneva,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,124229,Greece,Corfu,PMI
CAMEL - NATURAL FLAVOR KS BOX,200,52964,Spain,Gerona,JTI
ESSE - MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,46854,South Korea,Incheon,KT & G
MARLBORO - GOLD (3.5) KS RCB 400 - GEORGIA DF,400,123978,Georgia,Tbilisi,PMI
NEWS - KS BOX,400,44311,France,Paris Orly,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Brazil,Sao Paulo - Guarulhos,PMI
RAISON - FRENCH CLEO MENTHOL KS BOX C,200,123078,South Korea,Seoul (downtown),KT & G
MEVIUS - WIND BLUE KS RCB,200,89727,China,Zhengzhou Xinzheng,JTI
MARLBORO - TOUCH BLUE KS DSP 600 SLIMS TRANSPARENT BUNDLE WHITE - TURKEY DF,600,124504,Turkey,Kayseri Airport,PMI
MARLBORO - TOUCH GRAY KS DSP 600 SLIMS WHITE - TURKEY DF,600,124808,Turkey,Istanbul Asia Airport,PMI
CAMEL - BLUE KS BOX,200,52735,Spain DP,Barcelona,JTI
DAVIDOFF - CLASSIC KS OCTAGONAL PACK,400,53129,Morocco,Agadir,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - TURKEY DF,400,146276,Turkey,Antalya Gazipasa Airport,PMI
CAMEL - FILTER KS BOX,200,88440,Turkey,Ankara Airport,JTI
MARLBORO - GOLD (3.0 ORIGINAL) KS RCB 400 SPECIAL OUTER WHITE - JAPAN DF,400,118653,Japan,Tokyo - Haneda,PMI
MARLBORO - RED 2.0 KS BOX - NORWAY DF - IDM NORWAY,200,121117,Norway,Trondheim,PMI
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - KOREA DF,200,122728,South Korea,Seoul,PMI
KENT - SPARK SILVER KS RCB,200,106880,Brazil,Florianopolis,BAT
MARLBORO - W-BURST (2.0) MENTHOL KS BOX C WHITE - JAPAN DF,200,118635,Japan,Fukuoka,PMI
MARLBORO - PURPLE BURST MENTHOL KS BOX C TRU WHITE - JAPAN DF,200,103590,Japan,Chubu,PMI
MARLBORO - W-BURST (2.0) MENTHOL KS BOX C WHITE - JAPAN DF,200,118635,Japan,Okayama,PMI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Azerbaijan,Baku,PMI
ESSE - (BLUE) 100's BOX SUPERSLIMS,200,52455,China,Nanning Wuxu,KT & G
PARLIAMENT - NIGHT BLUE 100's RCB WHITE - TAIWAN DF,200,55830,Taiwan,Taipei - Taoyuan,PMI
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Panama,Panama Tocumen,BAT
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Morocco,Tangier,BAT
SOBRANIE - LONDON BLUE KS OCTAGONAL PACK,200,58287,Russia,Sochi,JTI
MEVIUS - SUPER LIGHTS 6 100's RCB,200,88961,Japan,Chubu,JTI
OME - (WHITE) 100's L-STICK BOX SUPERSLIMS,200,85643,Turkey,Izmir Airport,KARELIA TOBACCO
PALL MALL - (BLUE) KS RCB,600,53235,Turkey,Samsun Airport,BAT
MILD SEVEN - KS BOX,200,44117,China,Beijing,JTI
LAMBERT & BUTLER - KS BOX,200,43912,Morocco,Rabat,IMPERIAL BRANDS
EVE - 120's BOX SLIMS WHITE - TURKEY DF,200,40680,Turkey,Istanbul Airport,PMI
KENT - HD (BLUE) 100's RCB,200,69945,Turkey,Gaziantep Airport,BAT
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Great Britain,Bristol,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105689,China,Guangzhou Baiyun,PMI
DAVIDOFF - GOLD KS BOX,600,88458,Turkey,Bodrum Airport,IMPERIAL BRANDS
MARLBORO - RED 3.5 100's SOFT - TURKEY DF,200,125710,Turkey,Bodrum Airport,PMI
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,Edinburgh,JTI
LAMBERT & BUTLER - BLUE KS BOX,600,96896,Great Britain,Aberdeen,IMPERIAL BRANDS
DAVIDOFF - LIGHTS 90's OCTAGONAL PACK,400,43250,Turkey,Kayseri Airport,IMPERIAL BRANDS
MAYFAIR - KS BOX,200,44279,Greece,Heraklion Airport,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Norway,Stavanger,BAT
LUCKY STRIKE - SWITCH KS BOX C,200,87552,Turkey,Ankara Airport,BAT
MEVIUS - ORIGINAL 10 KS SOFT,200,106769,South Korea,Busan - Kimhae (downtown),JTI
MILD SEVEN - LIGHTS KS BOX,200,44119,China,Nanchang Changbei,JTI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105626,China,Hebei,PMI
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Spain DP,Malaga,IMPERIAL BRANDS
STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,91239,Great Britain,Norwich,JTI
VOGUE - LILAS 100's BOX SUPERSLIMS,400,51103,France,Paris Orly,BAT
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,200,91074,Colombia,Cali,JTI
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Istanbul Airport,PMI
PARLIAMENT - PLATINUM BLUE KS RCS 600 WHITE - TURKEY DF,600,137662,Turkey,Istanbul Airport,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - ITALY DF - IDM ITALY,600,125684,Italy,Rome Fiumicino,PMI
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 400 TRANSPARENT BUNDLE - IRELAND DF - IDM IRELAND,400,123954,Ireland,Shannon,PMI
REGAL - KS BOX,400,44605,Dominican Republic,Punta Cana - Higuey,IMPERIAL BRANDS
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122864,China,Qingdao Liuting,PMI
ESSE - (BLUE) 100's BOX SUPERSLIMS,200,52455,China,Quanzhou,KT & G
WINSTON - CLASSIC KS BOX,600,54087,Morocco,Oujda,JTI
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Paraguay,Asuncion Silvio Petterossi,PMI
MARLBORO - RED 3.5 KS BOX (PROMO) - ENGLISH GHW TPD2 DF - IDM GERMANY,200,137261,Germany,Dortmund,PMI
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,123331,Greece,Ioannina,PMI
L&M - RED LABEL (5.0 CWB) KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,124245,Germany,Munich,PMI
CAMEL - KS BOX,200,43011,Bulgaria,Sofia,JTI
MARLBORO - (GOLD 3.0) KS RCB 400 - AFRICA DF-ENG TXT,400,114699,Togo,Togo,PMI
MAYFAIR - SKY BLUE KS BOX,200,46686,Morocco,Tangier,JTI
PARLIAMENT - SILVER BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122945,Oman,Salalah,PMI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Mexico,Mexico City,IMPERIAL BRANDS
DUNHILL - BLUE KS BOX,600,54826,Kuwait,Kuwait,BAT
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123635,Guadalupe,Pointe-a-Pitre,PMI
DOUBLE HAPPINESS - KS BOX,200,46152,China,Shanghai Pudong,CHINA NATIONAL
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105695,China,Chengdu Tianfu,PMI
WINSTON - BLUE KS BOX,600,54088,Brazil,Sao Paulo - Guarulhos,JTI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Canary Islands,Lanzarote,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122589,Turkey,Denizli Cardak Airport,PMI
LUCKY STRIKE - CLICK & ROLL KS BOX C,200,59257,Jordan,Amman,BAT
MARLBORO - GOLD (3.5) KS RCB WHITE - CHINA DF - CNSC(ZF),200,122863,China,Chongqing Jiangbei,PMI
PARLIAMENT - NIGHT BLUE 100's SOFT 600 TRANSPARENT BUNDLE WHITE - TURKEY DF,600,122846,Turkey,Bodrum Airport,PMI
MARLBORO - RED 3.5 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,125714,Turkey,Antalya Airport,PMI
MARLBORO - (GOLD 3.0) KS RCB 400 - NORTH AFRICA DF,400,113639,Morocco,Ouarzazate,PMI
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Wenzhou Longwan,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB - CANARY ISLANDS DF - IDM SPAIN,200,124962,Canary Islands,Tenerife,PMI
WINSTON - CLASSIC RED KS BOX,200,45379,Lithuania,Vilnius,JTI
STATE EXPRESS 555 - SPHERE2 ZESTY KS OCTAGONAL PACK C,200,157218,Japan,Osaka - Kansai,BAT
BENSON & HEDGES - GOLD KS BOX,200,42846,Ivory Coast,Abidjan,BAT
DUNHILL - FINE CUT MASTER RESERVE 3MG 100's BOX SUPERSLIMS,200,99641,India,Bangalore,BAT
PUEBLO - BLUE KS BOX,200,56602,United Arab Emirates,Abu Dhabi,POESCHL TABAK
SUPERKINGS - BLUE 100's BOX,200,46019,Greece,Alexandoupolis,IMPERIAL BRANDS
THE KING - BLUE KS BOX,200,106307,Canary Islands,Tenerife,KING'S TOBACCO
UNDEFINED,0,0,Japan,Shizuoka,JTI
KENT - SURROUND (SILVER) KS RCB,200,107236,Turkey,Izmir Airport,BAT
DUNHILL - SWITCH (BLUE) KS OCTAGONAL PACK C,200,103398,Kuwait,Kuwait,BAT
NEVADA,400,40450,Uruguay,Montevideo,MAILHOS GROUP
WINSTON - (RED) KS BOX,400,56993,Peru,Lima,JTI
RICHMOND - MENTHOL KS BOX,200,44641,Spain,Almeria,IMPERIAL BRANDS
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,103541,Bahrain,Manama,BAT
LAMBERT & BUTLER - KS BOX,200,43912,Spain DP,Gerona,IMPERIAL BRANDS
GAULOISES - BLONDES (RED) KS BOX,400,45358,Germany,Munich,IMPERIAL BRANDS
CLOUD 9 - 100's OCTAGONAL PACK SUPERSLIMS,200,52984,South Korea,Muan,KT & G
WINSTON - BLUE KS BOX,200,54088,Kazakhstan,Almaty,JTI
HONGTASHAN - (WHITE) KS BOX,200,52193,China,Taiyuan Wusu,CHINA NATIONAL
PARLIAMENT - PLATINUM BLUE 100's RCB WHITE - JAPAN DF,200,97144,Japan,Takamatsu,PMI
WINSTON - BLUE KS BOX,600,54088,Dominican Republic,Santiago Cibao,JTI
MARLBORO - RED 3.5 KS BOX WHITE - ZONE 1 DF - IDM SWITZERLAND,200,125561,Switzerland,Basel,PMI
GAULOISES - ROUGE KS BOX,200,60339,India,Bangalore,IMPERIAL BRANDS
MEVIUS - ORIGINAL KS BOX,200,87831,Malaysia,Johor Bahru,JTI
UNDEFINED,0,0,Poland,Radom,JTI
MARLBORO - GOLD (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123515,Oman,Salalah,PMI
DAVIDOFF - EVOLVE PURPLE MIST MENTHOL KS RCB C,200,130408,Turkey,Gaziantep Airport,IMPERIAL BRANDS
L&M - SILVER LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,123646,Saudi Arabia,Jeddah,PMI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Spain DP,Sevilla,IMPERIAL BRANDS
BENSON & HEDGES - SILVER KS BOX,200,42858,Nigeria,Abuja,BAT
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,200,91074,Ecuador,Quito,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB - EGYPT DF - EGYPTAIR,200,123020,Egypt,Sharm El Sheikh,PMI
MAYFAIR - SKY BLUE KS BOX,400,46686,Aruba,Oranjestad,JTI
CAMEL - FILTER KS BOX,200,88440,France DP,Bordeaux,JTI
VOGUE - MENTHOL KS BOX,400,47618,Morocco,Nador,BAT
PALL MALL - NEW ORLEANS KS BOX C,200,88041,Kosovo,PRISTINA,BAT
CAMEL - BLUE KS BOX,200,52735,Poland,Lodz,JTI
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Great Britain,Humberside,JTI
ESSE - MENTHOL 100's BOX SUPERSLIMS,200,48056,Taiwan,Taichung,KT & G
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Jinan Xiaoqiang,IMPERIAL BRANDS
CHESTERFIELD - ORIGINAL (4.0) KS BOX - SPAIN DF - IDM SPAIN,200,123156,Spain,Mahon Airport,PMI
CAMEL - LIGHTS KS BOX,200,43025,Russia,Volgograd,JTI
KENT - SILVER NEO KS RCB,200,53858,Colombia,Cali,BAT
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,India,Bangalore,IMPERIAL BRANDS
CHUNGHWA - KS SOFT,200,47099,Sri Lanka,Colombo,CHINA NATIONAL
CORSET - (PINK) 100's BOX SUPERSLIMS,200,60717,Spain DP,Valencia,KING'S TOBACCO
GAULOISES - BLONDES (RED) KS BOX,200,45358,Ethiopia,Addis Ababa,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOS 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - SAUDI ARABIA,400,125326,Saudi Arabia,Medina,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Spain,Asturias,BAT
