SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,103541,Kuwait,Kuwait,BAT
CHESTERFIELD - ORIGINAL (4.0) KS BOX 400 TRANSPARENT BUNDLE - ZONE 1 DF,400,147884,Switzerland,Geneva,PMI
KENT - SURROUND (SILVER) KS RCB,200,107236,Switzerland,Geneva,BAT
VOGUE - PERLE VERTE 90's D-SHAPE PACK (FRONT RCB) SLIMS,200,96694,Cambodia,Phnom Penh,BAT
SOVEREIGN - KS BOX,200,44887,Great Britain,London Stansted,JTI
PARLIAMENT - AQUA BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122939,Egypt,Alexandria,PMI
MARLBORO - SILVER BLUE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT - SAUDI ARABIA,200,125069,Saudi Arabia,DAMMAM,PMI
DUNHILL - (BLUE) KS BOX,200,49364,Saudi Arabia,Medina,BAT
L&M - ORIGINAL LBL (5.0 CFB) KS BOX - RUSSIA DF - IDM RUSSIA,200,122532,Russia,Ekaterinburg,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Saudi Arabia,Jeddah,PMI
CAMEL - LIGHTS KS BOX,200,43025,South Africa,Durban,JTI
BENSON & HEDGES - SILVER KS BOX,200,42858,Great Britain,Edinburgh,BAT
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,125682,Italy,Bergamo,PMI
CHUNGHWA - KS SOFT,200,47099,China,Shenyang Taoxian,CHINA NATIONAL
WINSTON - EXPAND DUO KS BOX C,400,121580,Turkey,Ankara Airport,JTI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Great Britain,Cardiff,IMPERIAL BRANDS
STERLING - FRESH TASTE ON DEMAND KS BOX C,200,88594,Dominican Republic,Punta Cana - Higuey,JTI
WEST - SILVER KS BOX,200,46755,Albania,Tirana,IMPERIAL BRANDS
GITANES - KS BOX,200,46436,United Arab Emirates,Dubai,IMPERIAL BRANDS
MARLBORO - TROPICAL SPLASH MENTHOL KS RCS C MUL WHITE - GENERIC DF-ENG TXT,200,138525,Tunisia,Enfidha,PMI
MARLBORO - GOLD (3.5) KS RCB - ITALY DF - IDM ITALY,200,122498,Italy,Bergamo,PMI
KENT - HDI BLUE KS RCB SLIMS,200,88319,Turkey,Eskisehir Airport,BAT
L&M - RED LABEL (5.0 CWB) 100's SOFT 600 TRANSPARENT BUNDLE - TURKEY DF,600,122594,Turkey,Izmir Airport,PMI
WINSTON - BLUE KS BOX,200,54088,Russia,Moscow - Domodedovo,JTI
LUCKY STRIKE - CLICK & ROLL MENTHOL KS BOX C,200,58518,Dominican Republic,Puerto Plata,BAT
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM SWEDEN,200,122909,Sweden,Lulea,PMI
MEVIUS - OPTION KS RCB C,200,91512,China,Jinan Xiaoqiang,JTI
GAULOISES - BLONDES LEGERES KS BOX,200,43534,China,Shenyang Taoxian,IMPERIAL BRANDS
GAULOISES - BLONDES LEGERES KS BOX,200,43534,China,Nanjing Lukou,IMPERIAL BRANDS
MORE - MENTHOL KS BOX,200,46828,China,Chongqing Jiangbei,JTI
FAST - REVOLUTION (RED) KS OCTAGONAL PACK,200,104310,Serbia,Belgrade,BULGARTABAC
SILK CUT - PURPLE KS BOX,200,45375,Greece,Samos,JTI
MARLBORO - (GOLD) KS BOX - TURKEY DF,200,41808,Turkey,Eskisehir Airport,PMI
ROTHMANS - (BLUE) KS BOX,400,46008,Tanzania,Dar Es Salaam,BAT
LUCKY STRIKE - CLICK & ROLL KS BOX C,200,59257,Kenya,Jomo Kenyatta,BAT
WINSTON - ONE KS BOX,400,45199,Kuwait,Kuwait,JTI
WEST - SILVER KS BOX,200,46755,Peru,Lima,IMPERIAL BRANDS
PHILIP MORRIS - KS BOX TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,200,137081,France,Strasbourg,PMI
LAMBERT & BUTLER - LIGHTS KS BOX,600,43914,Germany,Hannover,IMPERIAL BRANDS
WINSTON - SUPER LIGHTS 100's BOX SUPERSLIMS,600,54250,Turkey,Antalya Gazipasa Airport,JTI
PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122961,Egypt,Sharm El Sheikh,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,France DP,Paris Charles De Gaulle,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCS 600 SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,123518,Tunisia,Jerba,PMI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - INDOCHINA DF,200,98189,Cambodia,Sihanoukville,PMI
CAMEL - BLUE KS BOX,200,52735,Dominican Republic,Punta Cana - Higuey,JTI
MILD SEVEN - KS BOX,200,44117,Hong Kong,Hong Kong,JTI
MARLBORO - (GOLD 3.0) KS RCB 400 - AFRICA DF-ENG TXT,400,114699,Ivory Coast,Abidjan,PMI
ROTHMANS - KS BOX,600,44682,Sri Lanka,Colombo,BAT
WEST - KS BOX,400,45141,Tunisia,Monastir,IMPERIAL BRANDS
BERKELEY - SUPERKINGS 100's BOX,200,42869,India,Bangalore,JTI
STATE EXPRESS 555 - KS BOX,200,44926,China,Wenzhou Longwan,BAT
LAMBERT & BUTLER - KS BOX,200,43912,Spain,Granada,IMPERIAL BRANDS
STERLING - MENTHOL MENTHOL KS BOX,200,58605,Spain DP,Malaga,JTI
MAYFAIR - KS BOX,200,44279,United Arab Emirates,Abu Dhabi,JTI
DUNHILL - INTERNATIONAL KS BOX,200,47577,Morocco,Oujda,BAT
LAMBERT & BUTLER - MENTHOL MENTHOL KS BOX,200,91250,Morocco,Fes,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,400,43912,Morocco,Tangier,IMPERIAL BRANDS
SALEM - LIGHTS MENTHOL 100's BOX,200,46289,Macau,Macau,JTI
BENSON & HEDGES - SPECIAL FILTER KS BOX,400,58737,Tunisia,Tunis,BAT
L&M - RED LABEL KS RCB - TURKEY DF,200,42447,Turkey,Adana Airport,PMI
LUCKY STRIKE - ORIGINAL TOBACCO (BLUE) KS BOX,800,86599,Chile,Santiago Arturo Merino Benitez,BAT
NATURAL AMERICAN SPIRIT - (ORANGE) KS SOFT,200,45998,Brazil,Belo Horizonte,JTI
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Tunisia,Tunis,IMPERIAL BRANDS
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Hebei,KT & G
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Germany,Duesseldorf,BAT
UNDEFINED,200,0,China,Ningbo Lishe,CHINA NATIONAL
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Ningbo Lishe,NANYANG BROTHERS
NATURAL AMERICAN SPIRIT - (YELLOW) KS SOFT,200,49916,Dominican Republic,Punta Cana - Higuey,R.J. REYNOLDS
BENSON & HEDGES - GOLD KS BOX,200,42846,Saudi Arabia,Jeddah,BAT
LUCKY STRIKE - ORIGINAL TOBACCO (BLUE) KS BOX,200,86599,Grenada,St. George's Point Saline,BAT
PALL MALL - (RED) KS BOX,200,53263,Turkey,Adana Airport,BAT
KENT - HD WHITE KS RCB,400,92349,Turkey,Trabzon Airport,BAT
WINSTON - BLUE 100's BOX SUPERSLIMS,600,54235,Morocco,Agadir,JTI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Mexico,Puerto Vallarta,JTI
SUPERKINGS - BLUE 100's BOX,200,46019,Greece,Aktio,IMPERIAL BRANDS
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Dalian Zhoushuizi,IMPERIAL BRANDS
SILK CUT - SILVER KS BOX,200,46016,Greece,Samos,JTI
UNDEFINED,0,0,South Sudan,Juba,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Pengsheng,IMPERIAL BRANDS
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Barbados,Bridgetown,PMI
WINSTON - KS BOX,200,45182,United Arab Emirates,Dubai,JTI
WINSTON - BLUE KS BOX,200,54088,United Arab Emirates,Dubai,JTI
DAHUITANG - KS RCB,200,109361,South Korea,Jeju (downtown),CHINA NATIONAL
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Mexico,Guadalajara,PMI
WINSTON - RED KS BOX,200,54579,Portugal,Lisbon,JTI
WINSTON - CLASSIC KS BOX,400,54087,Aruba,Oranjestad,JTI
KOOL - LIGHTS MENTHOL KS BOX,200,46491,Japan,Tokyo - Narita,BAT
LUCKY STRIKE - BLACK SERIES BLEU MENTHOL KS BOX,200,107455,Turkey,Ankara Airport,BAT
MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C JUMBO WHITE - INDOCHINA DF,200,114911,Vietnam,Danang,PMI
BENSON & HEDGES - SPECIAL FILTER KS BOX,400,58737,Morocco,Casablanca,BAT
MEVIUS - LBS BLUE KS RCB C,200,120097,South Korea,Incheon,JTI
OME - 100's L-STICK BOX SUPERSLIMS,200,103401,Great Britain,Glasgow,KARELIA TOBACCO
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,122500,Italy,Rome Fiumicino,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122610,Turkey,Bodrum Airport,PMI
MARLBORO - TOUCH BLUE KS DSP SLIMS WHITE - TURKEY DF,200,124801,Turkey,Ankara Airport,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,125713,Turkey,Ankara Airport,PMI
ESSE - SOON 0.5 100's BOX SUPERSLIMS,200,54317,South Korea,Seoul (downtown),KT & G
MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,138965,Kuwait,Kuwait,PMI
ESSE - CHANGE HIMALAYA MENTHOL 100's BOX C SUPERSLIMS,200,122331,South Korea,Busan - Kimhae (downtown),KT & G
MEVIUS - WIND BLUE KS RCB,200,89727,China,Shanghai Hongqiao,JTI
MAYFAIR - KS BOX,600,44279,Great Britain,Glasgow,JTI
ESSE - CHANGE GRAM 100's D-HEXAGONAL (FRONT/BACK OCT) C SUPERSLIMS,200,125779,South Korea,Seoul,KT & G
ESSE - CHANGE 4MG 100's BOX C SUPERSLIMS,200,92567,South Korea,Cheongju,KT & G
GAULOISES - ROUGE KS BOX,200,60339,Spain,Alicante,IMPERIAL BRANDS
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Chongqing Jiangbei,KT & G
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,China,Beijing,BAT
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,China,Shanghai Hongqiao,BAT
PARLIAMENT - NIGHT BLUE KS RCB WHITE - TURKEY DF,200,85806,Turkey,Izmir Airport,PMI
MARLBORO - GOLD (3.5) 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,123074,Turkey,Ankara Airport,PMI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - TURKEY DF,200,123834,Turkey,Gaziantep Airport,PMI
WEST - SILVER KS BOX,200,46755,China,Beijing,IMPERIAL BRANDS
MARLBORO - TOUCH ONE KS DSP SLIMS WHITE - TURKEY DF,200,124802,Turkey,Eskisehir Airport,PMI
DOUBLE HAPPINESS - (RED-GOLD) KS BOX,200,52061,China,Dalian Zhoushuizi,CHINA NATIONAL
DUNHILL - SWITCH (GREEN) KS OCTAGONAL PACK C,200,103540,Brazil,Rio de Janeiro,BAT
MURATTI - AMBASSADOR KS RCB WHITE - ITALY DF - IDM ITALY,200,120993,Italy,Naples,PMI
MARLBORO - RED 3.5 KS BOX 240 - ZONE 1 DF,240,125562,Switzerland,Geneva,PMI
MARLBORO - SHUFFLE MENTHOL KS RCB C MUL WHITE - TURKEY DF,200,123491,Turkey,Istanbul Asia Airport,PMI
KENT - FUTURA KS RCB,200,53604,Switzerland,Zurich,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - GENERIC DF-ENG TXT,200,122896,Brazil,Fortaleza,PMI
LUCKY STRIKE - CLICK & ROLL MENTHOL KS BOX C,200,58518,Mexico,Mexico City,BAT
MEVIUS - WIND BLUE KS RCB,200,89727,China,Xian Xianyang,JTI
CAMEL - (YELLOW) KS BOX,600,49844,Switzerland,Basel,JTI
KARELIA - BLUE 100's BOX,200,50236,Turkey,Istanbul Asia Airport,KARELIA TOBACCO
CORSET - (PINK) 100's BOX SUPERSLIMS,200,60717,United Arab Emirates,Dubai,KING'S TOBACCO
MEVIUS - PREMIUM MENTHOL OPTION YELLOW5 MENTHOL KS RCB C,200,104444,Japan,Osaka - Kansai,JTI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122499,Spain,Palma De Mallorca,PMI
MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,138965,Cape Verde,Praia,PMI
L&M - RED LABEL KS RCB - TURKEY DF,200,42447,Turkey,Trabzon Airport,PMI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Morocco,Fes,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,200,43912,Morocco,Essaouira,IMPERIAL BRANDS
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Spain,Jerez De La Frontera,JTI
PRINCE - WHITE KS BOX,200,46002,Poland,Krakow Balice,BAT
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Ecuador,Guayaquil,PMI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Burundi,Bujumbura,PMI
DUNHILL - SWITCH (GREEN) KS OCTAGONAL PACK C,400,103540,Dominican Republic,Punta Cana - Higuey,BAT
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Egypt,Alexandria,PMI
STATE EXPRESS 555 - KS BOX,200,44926,Japan,Fukuoka,BAT
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,London Heathrow,JTI
SALEM - KS SOFT,200,49692,China,Qingdao Liuting,JTI
STERLING - (RED) KS BOX,200,61078,Great Britain,Newcastle,JTI
MARLBORO - (RED FWD) KS RCB 400 TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,400,122747,Great Britain,Cardiff,PMI
STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,91239,Great Britain,Bournemouth,JTI
RICHMOND - KS BOX,200,44637,Spain DP,Alicante,IMPERIAL BRANDS
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Turkey,Antalya Airport,IMPERIAL BRANDS
MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C WHITE - CHINA DF - CNSC(ZF),200,137748,China,Nanjing Lukou,PMI
DUNHILL - SWITCH CAPSULE KS OCTAGONAL PACK C,200,66953,Turkey,Antalya Airport,BAT
WINSTON - BLUE KS RCB,400,53483,Italy,Milan - Malpensa,JTI
L&M - BLUE LABEL KS RCB 600 WHITE - GCC DF,600,98816,Sri Lanka,Colombo,PMI
SILK CUT - SILVER KS BOX,200,46016,Great Britain,Birmingham,JTI
MARLBORO - RED 3.5 KS BOX - JAPAN DF,200,125432,Japan,Osaka - Kansai,PMI
BENSON & HEDGES - KS BOX,600,45433,Great Britain,East Midlands,BAT
L&M - BLUE LABEL KS RCB 600 - TURKEY DF,600,87048,Turkey,Gaziantep Airport,PMI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Morocco,Al Hoceima,JTI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - GENERIC DF-ENG TXT,200,125312,Egypt,Marsa Aalam,PMI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Brazil,Recife,PMI
WINSTON - CLASSIC KS BOX,200,54087,Spain DP,Palma De Mallorca,JTI
LARK - HARMONY KS RCB WHITE - KOREA DF,200,108457,South Korea,Jeju (downtown),PMI
L&M - RED LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,124240,Germany,Hannover,PMI
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122897,Oman,Muscat,PMI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - GENERIC DF-ENG TXT,200,139312,Brazil,Viracopos,PMI
WEST - RED KS BOX,200,46023,Kosovo,PRISTINA,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,123307,Spain DP,Sevilla,PMI
KENT - SURROUND (GREY) 100's BOX,200,60733,Norway,Bergen,BAT
MAYFAIR - SKY BLUE KS BOX,200,46686,Great Britain,Norwich,JTI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122449,Spain,Mahon Airport,PMI
LUCKY STRIKE - RED KS BOX,400,45366,Germany,Stuttgart,BAT
DAVIDOFF - LIGHTS KS BOX,200,47571,China,Nanning Wuxu,IMPERIAL BRANDS
VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,70512,Morocco,Fes,BAT
WINSTON - SLIMS BLUE 100's OCTAGONAL PACK EXTRA SLIMS,600,94646,Turkey,Gaziantep Airport,JTI
CAMEL - BLUE KS BOX,200,52735,Greece,Athens,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Tunisia,Jerba,BAT
MARLBORO - RED 3.5 KS BOX - ITALY DF - IDM ITALY,200,125683,Italy,Bari,PMI
CAMEL - FILTER KS BOX,200,88440,Portugal,Porto,JTI
SUPERKINGS - BLACK 100's BOX,200,70127,Switzerland,Geneva,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX - CHINA DF - CNSC(ZF),200,121384,China,Nanjing Lukou,PMI
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Urumchi Diwobao,IMPERIAL BRANDS
DAVIDOFF - KS BOX,200,43244,China,Hangzhou Xiaoshan,IMPERIAL BRANDS
DUNHILL - INTERNATIONAL KS BOX,200,47577,France,Grenoble,BAT
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,France,Chambery,JTI
MARLBORO - (RED FWD) KS BOX - EGYPT DF - EGYPTAIR,200,100304,Egypt,Marsa Aalam,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - GENERIC DF-ENG TXT,200,125312,Tunisia,Jerba,PMI
DAVIDOFF - (WHITE) KS BOX,600,70865,Turkey,Kutahya Airport,IMPERIAL BRANDS
LUCKY STRIKE - MENTHOL KS BOX,200,46496,China,Hohhot Baita,BAT
LUCKY STRIKE - KS BOX,200,43972,China,Taiyuan Wusu,BAT
WEST - SILVER KS BOX,400,46755,Tunisia,Jerba,IMPERIAL BRANDS
WINSTON - BLUE KS RCB,200,53483,Morocco,Nador,JTI
MARLBORO - (GOLD 3.0) KS RCS WHITE - RUSSIA DF - IDM RUSSIA,200,121978,Russia,Zhukovsky,PMI
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,Lithuania,Vilnius,JTI
CHESTERFIELD - RED(3.0 DC) KS BOX TRANSPARENT BUNDLE - GIBRALTAR DUTY PAID - IDM GIBRALTAR,200,122981,Gibraltar,Gibraltar,PMI
MARLBORO - EXOTIC SHUFFLE MENTHOL KS RCB (PROMO) C MUL WHITE - TURKEY DF,200,152135,Turkey,Izmir Airport,PMI
MARLBORO - BLOSSOM MIST MENTHOL 100's BOX C CHI SUPERSLIMS WHITE - KOREA DF - IDM KOREA,200,144985,South Korea,Jeju (downtown),PMI
UNDEFINED,0,0,Saudi Arabia,Jeddah,CHINA NATIONAL
UNDEFINED,0,0,Ethiopia,Addis Ababa,JTI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,Cape Verde,Espargos,BAT
STERLING - SUPERKINGS 100's BOX,200,44906,Portugal,Faro Airport,JTI
SUPERKINGS - MENTHOL KS BOX,200,54390,Australia,Perth,IMPERIAL BRANDS
SOVEREIGN - KS BOX,400,44887,Great Britain,Manchester,JTI
WILLS NAVY CUT - FRESH MINT KS BOX C,400,124480,United Arab Emirates,Abu Dhabi,ITC Ltd.
WINSTON - (RED) KS BOX,200,56993,Ivory Coast,Abidjan,JTI
DAVIDOFF - (WHITE) KS BOX,600,70865,Morocco,Casablanca,IMPERIAL BRANDS
FORTUNA - ROJO KS BOX,200,56044,Canary Islands,Lanzarote,IMPERIAL BRANDS
KARELIA - SLIMS MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,93620,Bulgaria,Varna,KARELIA TOBACCO
UNDEFINED,0,0,Maldives,Male,IMPERIAL TOB. AUST.
DUNHILL - INTERNATIONAL (RED) 90's,200,110731,Turkey,Ankara Airport,BAT
ESSE - MENTHOL KS BOX,200,51441,India,Bangalore,KT & G
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Great Britain,Southampton,IMPERIAL BRANDS
KENT - HDI BLUE KS RCB SLIMS,200,88319,Turkey,Trabzon Airport,BAT
DAVIDOFF - (WHITE) KS OCTAGONAL PACK SLIMS,200,91764,United Arab Emirates,Abu Dhabi,IMPERIAL BRANDS
GAULOISES - BLONDES (YELLOW) KS BOX,200,103691,Switzerland,Geneva,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOS 400 - GCC DF,400,96183,Oman,Muscat,PMI
KENT - MIX AROMA KS RCB C,200,101267,Switzerland,Zurich,BAT
CHUNGHWA - KS SOFT,200,47099,China,Wuhan Tianhe,CHINA NATIONAL
RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,91247,Great Britain,Glasgow,IMPERIAL BRANDS
RICHMOND - SUPERKINGS 100's BOX,200,44644,Great Britain,Birmingham,IMPERIAL BRANDS
CASTER - MILD KS BOX,200,46127,China,Nanning Wuxu,JTI
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Colombia,Cartagena de Indias,PMI
NEWS - KS BOX,200,44311,France,Paris Orly,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Jamaica,Montego Bay,BAT
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - ITALY DF - IDM ITALY,200,122502,Italy,Milan - Malpensa,PMI
RICHMOND - SUPERKINGS 100's BOX,400,44644,Great Britain,London City,IMPERIAL BRANDS
PARISIENNE - CIEL KS BOX,200,53139,Switzerland,Zurich,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Shenyang Taoxian,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,France DP,Lyon Saint Exupery,BAT
PALL MALL - NEW ORLEANS KS BOX,200,53288,Germany,Paderborn,BAT
CHUNGHWA - KS BOX,200,43087,China,Yinchuan Hedong,CHINA NATIONAL
MAYFAIR - SKY BLUE KS BOX,400,46686,Great Britain,Exeter,JTI
ROTHMANS - (BLUE) KS BOX,200,46008,Kenya,Jomo Kenyatta,BAT
VOGUE - MENTHOL 100's BOX SLIMS,600,45100,Morocco,Tangier,BAT
STERLING - SUPERKINGS 100's BOX,400,44906,Turkey,Bodrum Airport,JTI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Ireland,Cork,IMPERIAL BRANDS
WINSTON - XS FRESH MENTHOL MENTHOL 100's D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,70991,French Guyana,Cayenne,JTI
CAMEL - CRAFT MENTHOL 5 MENTHOL KS BOX,200,131412,Japan,Fukuoka,JTI
DUNHILL - FINE CUT (BLACK) KS BOX,200,59491,Turkey,Bodrum Airport,BAT
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Peru,Lima,JTI
MARLBORO - RED 3.5 KS BOS - GENERIC DF-ENG TXT - SAUDI ARABIA,200,125680,Saudi Arabia,Jeddah,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Kenya,Nairobi,PMI
MARLBORO - DOUBLE ICE KS RCS 600 C SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,123388,Bangladesh,Zia,PMI
GAULOISES - BLONDES (BLUE) KS BOX,400,45969,Turkey,Diyarbakir Airport,IMPERIAL BRANDS
PARLIAMENT - AQUA BLUE 100's RCB WHITE - KOREA DF - IDM KOREA,200,121989,South Korea,Jeju,PMI
CHUNGHWA - KS SOFT,200,47099,Saudi Arabia,RIYADH,CHINA NATIONAL
DAVIDOFF - (WHITE) KS OCTAGONAL PACK SLIMS,200,91764,Bahrain,Manama,IMPERIAL BRANDS
DUNHILL - (BLUE) KS BOX,200,49364,Ethiopia,Addis Ababa,BAT
WINSTON - BLUE KS BOX,200,54088,Italy,Treviso,JTI
PARISIENNE - BLEUE KS BOX,240,53136,Switzerland,Basel,BAT
GAULOISES - BLONDES (RED) KS BOX,400,45358,France,Nice,IMPERIAL BRANDS
DUNHILL - (BLUE) KS BOX,200,49364,Tunisia,Monastir,BAT
WINSTON - KS SOFT,200,45184,Morocco,Casablanca,JTI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Brazil,Natal,IMPERIAL BRANDS
UNDEFINED,0,0,Japan,Takamatsu,BAT
WINSTON - SILVER KS BOX,400,55025,Bahrain,Manama,JTI
R1 - (BLUE) KS BOX,200,49944,Turkey,Trabzon Airport,IMPERIAL BRANDS
ESSE - BLACK 100's BOX SUPERSLIMS,200,68390,Sri Lanka,Colombo,KT & G
NEWS - (BLUE) KS BOX,200,45368,France DP,Lyon Saint Exupery,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) 100's SOFT - TURKEY DF,200,122593,Turkey,Trabzon Airport,PMI
CORSET - (LILAC) 100's BOX SUPERSLIMS,200,105816,Canary Islands,Fuerteventura,KING'S TOBACCO
WINSTON - BLUE KS BOX,400,54088,French Guyana,Cayenne,JTI
WINSTON - (RED) KS BOX,400,56993,Kenya,Jomo Kenyatta,JTI
SILK CUT - SILVER KS BOX,200,46016,Spain DP,Jerez De La Frontera,JTI
DU MAURIER - DISTINCT KS OCTAGONAL PACK,200,57081,Aruba,Oranjestad,BAT
ESSE - SPECIAL GOLD 100's BOX SUPERSLIMS,200,52613,Mongolia,Ulaanbaatar,KT & G
UNDEFINED,0,0,India,Chattrapati Shivaji,IMPERIAL BRANDS
LIQUN - (RED) KS BOX,200,60578,Peru,Lima,CHINA NATIONAL
MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - ARGENTINA DF,200,122310,Argentina,Cordoba,PMI
KENT - FUTURA KS RCB,200,53604,Tunisia,Tunis,BAT
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Egypt,Aswan,PMI
THE KING - (RED) KS BOX,200,106308,India,Bangalore,KING'S TOBACCO
VOGUE - MENTHE MENTHOL 100's BOX SUPERSLIMS,400,51102,Turkey,Denizli Cardak Airport,BAT
DAVIDOFF - EVOLVE BLUE KS BOX,200,124453,India,Bangalore,IMPERIAL BRANDS
