SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,Switzerland,Zurich,JTI
CHESTERFIELD - ORIGINAL BLUE KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121897,France DP,Bordeaux,PMI
MARLBORO - GOLD (3.5) KS RCB (PROMO) - GENERIC DF-ENG TXT,200,147065,Morocco,Marrakech,PMI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Mexico,Monterrey,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - GENERIC DF-ENG TXT,200,125312,Morocco,Oujda,PMI
UNDEFINED,0,0,Cape Verde,Rabil,JTI
MARLBORO - FILTER PLUS (FWD) KS RCB JUMBO WHITE - GENERIC DF-ENG TXT,200,142591,India,Indira Gandhi,PMI
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Dominican Republic,Puerto Plata,PMI
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM CZECH REPUBLIC,200,122904,Czech Republic,Prague,PMI
NEWPORT - MENTHOL KS BOX,200,44309,Dominican Republic,Santiago Cibao,BAT
NEWS,200,40461,Morocco,Agadir,IMPERIAL BRANDS
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Spain,Reus,IMPERIAL BRANDS
WINSTON - BLUE KS BOX,200,54088,Portugal,Lisbon,JTI
STATE EXPRESS 555 - GOLD KS BOX,200,59744,China,Beijing,BAT
VIRGINIA S. - ICE PEARL 5 MENTHOL 100's RCB C SLIMS WHITE - TAIWAN DF - IDM TAIWAN,200,122005,Taiwan,Taipei - Taoyuan,PMI
WEST - RED KS BOX,400,46023,Morocco,Marrakech,IMPERIAL BRANDS
MARLBORO - FOREST MIST MENTHOL 100's BOX C STY SUPERSLIMS WHITE - GENERIC DF-ENG TXT - IDM TUNISIA,200,142299,Tunisia,Jerba,PMI
DUNHILL - FINE CUT 1MG 100's BOX SUPERSLIMS,200,94539,Japan,Fukuoka,BAT
YU XI - (RED) KS BOX,200,53542,Brazil,Brasilia,CHINA NATIONAL
KARELIA - OME (WHITE) 100's L-STICK BOX SUPERSLIMS,200,87112,Albania,Tirana,KARELIA TOBACCO
DAVIDOFF - CLASSIC KS BOX,200,88459,Kosovo,PRISTINA,IMPERIAL BRANDS
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,97296,Morocco,Marrakech,JTI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Jamaica,Kingston,PMI
DAVIDOFF - GOLD 100's OCTAGONAL PACK SLIMS,200,51742,Georgia,Kutaisi,IMPERIAL BRANDS
DAVIDOFF - SILVER 100's BOX SUPERSLIMS,200,57669,China,Chengdu Tianfu,IMPERIAL BRANDS
PARLIAMENT - AQUA BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122802,China,Changsha Huanghua,PMI
BENSON & HEDGES - GOLD KS BOX,200,42846,Great Britain,Jersey,BAT
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,French Guyana,Cayenne,PMI
LAMBERT & BUTLER - BLUE KS BOX,600,96896,Great Britain,Cardiff,IMPERIAL BRANDS
STERLING - (RED) KS BOX,200,61078,Great Britain,Edinburgh,JTI
ESSE - (GREEN) MENTHOL 100's BOX SUPERSLIMS,200,52454,China,Changsha Huanghua,KT & G
KARELIA - SLIMS 100's BOX SLIMS,600,54990,Turkey,Antalya Airport,KARELIA TOBACCO
MARLBORO - GOLD (3.5) KS RCB - ITALY DF - IDM ITALY,200,122498,Italy,Ciampino Airport,PMI
WINSTON - CLASSIC RED KS BOX,200,45379,Turkey,Cukurova Airport,JTI
UNDEFINED,0,0,Sweden,Orebro,BAT
PRINCE - WHITE KS BOX,100,46002,Norway,Oslo,BAT
STATE EXPRESS 555 - GOLD RS RCB,200,60567,Japan,Fukuoka,BAT
VOGUE - MENTHOL KS BOX,400,47618,Morocco,Tangier,BAT
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Dominican Republic,Puerto Plata,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Curazao,Curacao,PMI
WEST - RED KS BOX,200,46023,China,Nanchang Changbei,IMPERIAL BRANDS
MAYFAIR - SKY BLUE KS BOX,200,46686,Sri Lanka,Colombo,JTI
MARLBORO - (RED FWD) KS BOX 400 SPECIAL OUTER - INDONESIA DF,400,122345,Indonesia,Soekarno Hatta,PMI
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Great Britain,Norwich,IMPERIAL BRANDS
PARLIAMENT - SUPER SLIMS 100's BOX SUPERSLIMS WHITE - TURKEY DF,200,41603,Turkey,Istanbul Asia Airport,PMI
MARLBORO - (GOLD 3.0) KS RCB TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,114357,El Salvador,San Salvador Comalapa,PMI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - TURKEY DF,600,113756,Turkey,Bodrum Airport,PMI
DAVIDOFF - GOLD KS BOX,200,88458,Tunisia,Tunis,IMPERIAL BRANDS
ESSE - SPECIAL GOLD 1MG 100's BOX SUPERSLIMS,200,58557,South Korea,Busan - Kimhae,KT & G
SILK CUT - PURPLE KS BOX,200,45375,France,Grenoble,JTI
SHUANGXI,200,37917,Japan,Osaka - Kansai,CHINA NATIONAL
MARLBORO - (GOLD 3.0) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,113950,China,Hangzhou Xiaoshan,PMI
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM PORTUGAL,400,125468,Portugal,Madeira,PMI
WINSTON - BLUE KS RCB,600,53483,Morocco,Casablanca,JTI
LAMBERT & BUTLER - KS BOX,200,43912,Belgium,Charleroi,IMPERIAL BRANDS
PRINCE - RICH TASTE KS BOX,200,51120,Greece,Karpathos,BAT
STERLING - DUAL KS BOX C,200,99392,Morocco,Agadir,JTI
DAVIDOFF - GOLD KS BOX,200,88458,Morocco,Oujda,IMPERIAL BRANDS
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,France,Lyon Saint Exupery,BAT
ZHONG NAN HAI - FIVE KS BOX,200,56694,China,Nanning Wuxu,CHINA NATIONAL
DOUBLE HAPPINESS - KS BOX,200,46152,China,Zhengzhou Xinzheng,NANYANG BROTHERS
MARLBORO - SOL SHUFFLE MENTHOL KS RCB (PROMO) C MUL WHITE - TURKEY DF,200,141734,Turkey,Eskisehir Airport,PMI
DAVIDOFF - GOLD 100's BOX SUPERSLIMS,400,57670,Saudi Arabia,DAMMAM,IMPERIAL BRANDS
PRINCE - ROUNDED TASTE KS BOX,200,51121,Spain DP,Barcelona,BAT
LAMBERT & BUTLER - KS BOX,200,43912,Spain DP,Mahon Airport,IMPERIAL BRANDS
ESSE - (BLUE) 100's BOX SUPERSLIMS,200,52455,China,Changsha Huanghua,KT & G
MARLBORO - TOUCH GRAY KS DSP SLIMS WHITE - TURKEY DF,200,124776,Turkey,Cukurova Airport,PMI
NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,54054,Germany,Hamburg,JTI
DAVIDOFF - GOLD KS BOX,200,88458,Austria,Salzburg,IMPERIAL BRANDS
ZHONG NAN HAI - EIGHT KS BOX,200,55456,China,Nanjing Lukou,CHINA NATIONAL
CAMEL - FILTER KS BOX,200,88440,France,Nantes,JTI
CAMEL - (BLUE) KS BOX,400,45351,Dominican Republic,La Romana,JTI
DAVIDOFF - GOLD KS BOX,600,88458,Saudi Arabia,DAMMAM,IMPERIAL BRANDS
JOHN PLAYER SPECIAL - RED KS BOX,200,45363,Germany,Hamburg,BAT
CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,124032,Brazil,Brasilia,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,Ivory Coast,Abidjan,BAT
CAMEL - ESSENTIAL (BLUE) KS BOX,200,58457,France DP,Bordeaux,JTI
STATE EXPRESS 555 - INTERNATIONAL 100's BOX,200,47026,China,Wenzhou Longwan,BAT
CHESTERFIELD - ORIGINAL (4.0) KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,144363,Poland,Rzeszow,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Caribbean Other,Port-au-Prince (Haiti),PMI
BENSON & HEDGES - SILVER KS BOX,400,42858,Great Britain,Newcastle,BAT
STATE EXPRESS 555 - KS BOX,200,44926,China,Kunming Wujiaba,BAT
WEST - SILVER KS BOX,200,46755,Kosovo,PRISTINA,IMPERIAL BRANDS
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Zhengzhou Xinzheng,BAT
KARELIA - MENTHOL 100's BOX SLIMS,200,48826,Serbia,Nis,KARELIA TOBACCO
WINSTON - LIGHTS KS BOX,200,45191,Morocco,Al Hoceima,JTI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Turkey,Istanbul Asia Airport,IMPERIAL BRANDS
FORTUNA - RED LINE KS BOX,200,61088,Spain DP,Sevilla,IMPERIAL BRANDS
MARLBORO - DOUBLE ICE KS RCS C JUMBO RC WHITE - GCC DF,200,107384,Oman,Muscat,PMI
MARLBORO - (GOLD 3.0) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,113950,China,Guangzhou Baiyun,PMI
WINSTON - BLUE KS BOX,400,54088,Brazil,Viracopos,JTI
MARLBORO - (RED FWD) KS BOX - CHINA DF - CNSC(ZF),200,121384,China,Guiyang Longdongbao,PMI
HUANGHELOU - 8 MENTHOL KS BOX C,200,115804,Japan,Osaka - Kansai,CHINA NATIONAL
GLAMOUR - MENTHOL 100's L-STICK BOX SUPERSLIMS,400,54225,Dominican Republic,Samana El Catey,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Zambia,Lusaka,PMI
PARLIAMENT - PLATINUM BLUE KS RCS 600 WHITE - TURKEY DF,600,137662,Turkey,Izmir Airport,PMI
AMERICAN SPIRIT,200,60168,Germany,Cologne,JTI
GAULOISES - BLONDES (BLUE) KS BOX,400,45969,France DP,Nice,IMPERIAL BRANDS
OME - 100's L-STICK BOX SUPERSLIMS,200,103401,Greece,Alexandoupolis,KARELIA TOBACCO
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,Brazil,Florianopolis,BAT
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,France DP,Grenoble,PMI
DAVIDOFF - (WHITE) 90's OCTAGONAL PACK,400,52524,Turkey,Gaziantep Airport,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Paraguay,Asuncion Silvio Petterossi,PMI
MARLBORO - TOUCH ONE KS DSP SLIMS WHITE - TURKEY DF,200,124802,Turkey,Kayseri Airport,PMI
MARLBORO - FLAVOR MIX (FWD) KS BOX - TURKEY DF,200,95449,Turkey,Trabzon Airport,PMI
MAYFAIR - SKY BLUE KS BOX,200,46686,Ivory Coast,Abidjan,JTI
WINSTON - (BLUE) KS RCB,200,88433,Morocco,Al Hoceima,JTI
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,Italy,Venice,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Cape Verde,Praia,PMI
CAMEL - BLUE KS BOX,200,52735,Turkey,Konya Airport,JTI
DAVIDOFF - LIGHTS KS BOX,200,47571,China,Quanzhou,IMPERIAL BRANDS
CAMEL - KS BOX,200,43011,Turkey,Antalya Airport,JTI
DUNHILL - FINE CUT BURGUNDY KS BOX,200,87891,Mexico,Mexico City,BAT
CAMEL - ACTIVATE KS BOX C,200,67982,Turkey,Istanbul Asia Airport,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122589,Turkey,Izmir Airport,PMI
LAMBERT & BUTLER - KS BOX,200,43912,France,Nice,IMPERIAL BRANDS
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Egypt,Sharm El Sheikh,PMI
PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - UAE DF,200,120601,United Arab Emirates,Abu Dhabi,PMI
SUPERKINGS - BLUE 100's BOX,200,46019,Greece,Heraklion Airport,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Spain DP,Gerona,JTI
SILK CUT - PURPLE KS BOX,400,45375,Great Britain,London Stansted,JTI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - CHANNEL ISLANDS DF,400,125415,Great Britain,Guernsey,PMI
MARLBORO - GOLD (3.5) KS RCS 600 SPECIAL OUTER WHITE - UAE DF,600,123034,United Arab Emirates,Sharjah,PMI
MAYFAIR - KS BOX,200,44279,Great Britain,London Heathrow,JTI
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF,200,100016,China,Zhengzhou Xinzheng,PMI
L&M - BLUE LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,124243,Germany,Hannover,PMI
SEVEN STARS - KS BOX,200,46302,China,Beijing,JTI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - UAE DF,200,125321,United Arab Emirates,Dubai,PMI
WINSTON - KS BOX,200,45182,China,Beijing,JTI
SILK CUT - SILVER KS BOX,200,46016,Switzerland,Zurich,JTI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,United Arab Emirates,Abu Dhabi,BAT
L&M - RED LABEL 100's SOFT - TURKEY DF,200,41979,Turkey,Gaziantep Airport,PMI
CAMEL - (YELLOW) KS BOX,600,49844,Switzerland,Zurich,JTI
BENSON & HEDGES - (RED) KS BOX,200,69843,United Arab Emirates,Abu Dhabi,BAT
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,France,Grenoble,PMI
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,Tunisia,Tunis,PMI
LUCKY STRIKE - CLICK & ROLL KS BOX C,600,59257,Turkey,Cukurova Airport,BAT
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - TAIWAN DF,200,98691,Taiwan,Everrich Downtown Kinmen,PMI
WINSTON - (RED) KS BOX,200,56993,Saudi Arabia,Medina,JTI
L&M - INTERNATIONAL RED KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,138522,France,Paris Orly,PMI
PALL MALL - (RED) KS BOX,200,53263,Spain,Palma De Mallorca,BAT
WINSTON - BLUE KS BOX,200,54088,Italy,Palermo,JTI
DAVIDOFF - GOLD 100's OCTAGONAL PACK SLIMS,400,51742,Bahrain,Manama,IMPERIAL BRANDS
WINSTON - (BLUE) KS RCB,200,88433,Morocco,Oujda,JTI
LAMBERT & BUTLER - KS BOX,400,43912,Switzerland,Geneva,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,200,43912,Morocco,Al Hoceima,IMPERIAL BRANDS
DAVIDOFF - WHITE 90's OCTAGONAL PACK SLIMS,200,70489,Macedonia,Ohrid,IMPERIAL BRANDS
KENT - HD WHITE KS RCB,600,92349,Chile,Santiago Arturo Merino Benitez,BAT
DUNHILL - SWISS BLEND KS OCTAGONAL PACK,400,59652,Tunisia,Monastir,BAT
FORTUNA - ROJO KS BOX,200,56044,Spain DP,Barcelona,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Brazil,Florianopolis,PMI
GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,400,54224,Dominican Republic,Puerto Plata,JTI
CHESTERFIELD - ORIGINAL (4.0) KS BOX - ITALY DF - IDM ITALY,200,123372,Italy,Palermo,PMI
MILD SEVEN - KS BOX,200,44117,China,Xiamen Gaoqi,JTI
DAVIDOFF - EVOLVE RED KS BOX,200,124454,Jordan,Aqaba,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,France,Lyon Saint Exupery,BAT
CORSET - (PINK) 100's BOX SUPERSLIMS,200,60717,Spain DP,Barcelona,KING'S TOBACCO
DUNHILL - NEW 1MG KS OCTAGONAL PACK,200,97339,South Korea,Cheongju,BAT
DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,103412,China,Chengdu Tianfu,NANYANG BROTHERS
MARLBORO - TOUCH BLUE 2.0 KS RCS SLIMS WHITE - TURKEY DF,200,100980,Turkey,Cukurova Airport,PMI
MAYFAIR - KS BOX,200,44279,United Arab Emirates,Dubai,JTI
CHUNGHWA - KS SOFT,200,47099,Japan,Osaka - Kansai,CHINA NATIONAL
CAMEL - (BLUE) KS BOX,200,45351,Morocco,Al Hoceima,JTI
CAMEL - (BLUE) KS BOX,200,45351,Martinique,Fort-de-France,JTI
GAULOISES - BLONDES (RED) KS BOX,200,45358,Morocco,Tangier,IMPERIAL BRANDS
WEST - RED KS BOX,200,46023,Saudi Arabia,Medina,IMPERIAL BRANDS
MILD SEVEN - KS BOX,200,44117,China,Nanning Wuxu,JTI
MAYFAIR - SKY BLUE KS BOX,200,46686,Dominican Republic,Punta Cana - Higuey,JTI
PALL MALL - (RED) KS BOX,200,53263,Spain DP,Malaga,BAT
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Great Britain,London Luton,IMPERIAL BRANDS
DUCADOS - (BLUE/WHITE) KS SOFT,200,46625,Spain DP,Valencia,IMPERIAL BRANDS
MARLBORO - TOUCH AQUA KS RCS C SLIMS WHITE - TURKEY DF,200,114636,Turkey,Diyarbakir Airport,PMI
CAMEL - BLUE KS BOX,200,52735,France,Lille,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Uganda,Entebbe,PMI
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122897,Egypt,Marsa Aalam,PMI
PANDA - KS BOX,200,51675,China,Hangzhou Xiaoshan,CHINA NATIONAL
WINSTON - EXPAND DUO KS BOX C,200,121580,Brazil,Rio de Janeiro,JTI
ESSE - SOO 0.1MG 100's BOX SUPERSLIMS,200,158269,Japan,Osaka - Kansai,KT & G
WINSTON - RED KS BOX,200,54579,Portugal,Faro Airport,JTI
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Tunisia,Monastir,PMI
CAMEL - (BLUE) KS BOX,200,45351,Morocco,Essaouira,JTI
L&M - RED LABEL KS RCB 600 - TURKEY DF,600,87049,Turkey,Adana Airport,PMI
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,123331,Greece,Santorini,PMI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Tunisia,Tunis,PMI
FURONGWANG - (BLUE) KS SOFT,200,52080,China,Qingdao Liuting,CHINA NATIONAL
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Brazil,Viracopos,BAT
WEST - SILVER KS BOX,200,46755,China,Hebei,IMPERIAL BRANDS
MARLBORO - PURPLE BURST MENTHOL KS BOX C TRU WHITE - KOREA DF,200,103507,South Korea,Incheon,PMI
STERLING - KS BOX,200,44904,United Arab Emirates,Dubai,JTI
STERLING - KS BOX,200,44904,Grenada,St. George's Point Saline,JTI
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Mexico,Cozumel,PMI
DOUBLE HAPPINESS - KS BOX,200,46152,China,Chengdu Tianfu,CHINA NATIONAL
CAMEL - ESSENTIAL (BLUE) KS BOX,200,58457,Switzerland,Zurich,JTI
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Bosnia-Herzegovinia,Tuzla,PMI
ESSE - CHANGE BING 100's BOX C SUPERSLIMS,200,115536,South Korea,Daegu,KT & G
MARLBORO - DOUBLE FUSION PURPLE MENTHOL KS RCB C WHITE - TURKEY DF,200,141714,Turkey,Kayseri Airport,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,France,Lille,BAT
WINSTON - (RED) KS BOX,600,56993,Ghana,Accra,JTI
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Ankara Airport,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France DP,Lyon Saint Exupery,PMI
MEVIUS - PREMIUM MENTHOL OPTION RED 1 MENTHOL 100's RCB C,200,106085,Japan,Chubu,JTI
GAULOISES - BLONDES (RED) KS BOX,400,45358,Germany,Hamburg,IMPERIAL BRANDS
NEWS - (BLUE) KS BOX,200,45368,Reunion,Roland Garros,IMPERIAL BRANDS
VOGUE - (BLUE) 100's L-STICK ROUND CORNER BOX SUPERSLIMS,400,68664,Tunisia,Jerba,BAT
CAMEL - BLUE KS BOX,600,52735,Panama,Panama Tocumen,JTI
L&M - RED LABEL (5.0 CWB) KS RCB 400 - GENERIC DF-ENG TXT,400,123640,Dominican Republic,Punta Cana - Higuey,PMI
MARLBORO - RED 3.5 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,125714,Turkey,Gaziantep Airport,PMI
ROTHMANS - (BLUE) KS BOX,400,46008,Great Britain,Birmingham,BAT
WINSTON - BLUE 100's BOX SUPERSLIMS,200,54235,Austria,Salzburg,JTI
PALL MALL - (RED) KS BOX,200,53263,Spain DP,Gerona,BAT
MARLBORO - (RED FWD) KS BOX - JAPAN DF,200,96046,Japan,Naha,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Madagascar,Tulear,PMI
WINSTON - RED KS BOX,200,54579,Netherlands,Eindhoven,JTI
PARLIAMENT - NIGHT BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122803,China,Hebei,PMI
CAMEL - (YELLOW) KS BOX,400,49844,Spain DP,Alicante,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Switzerland,Geneva,BAT
HONGTASHAN - (WHITE) KS BOX,200,52193,China,Qingdao Liuting,CHINA NATIONAL
THE KING - (BLUE) 100's RCB,200,100982,Bulgaria,Varna,KING'S TOBACCO
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,124229,Greece,Zakynthos,PMI
WINSTON - (RED) 100's BOX,200,56994,Spain DP,Sevilla,JTI
MARLBORO - GOLD (3.5) KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,123063,Germany,Hamburg,PMI
MARLBORO - RED 3.5 KS BOS 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE 1,600,125839,India,Indira Gandhi,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Morocco,Tangier,PMI
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,China,Wuhan Tianhe,BAT
MORE - MENTHOL KS BOX,200,46828,China,Yantai Penglai,JTI
DAVIDOFF - RICH BLUE 90's OCTAGONAL PACK,200,54262,Morocco,Tangier,IMPERIAL BRANDS
MAYFAIR - KS BOX,200,44279,Greece,Thessaloniki,JTI
SILK CUT - SILVER KS BOX,200,46016,Spain,Malaga,JTI
LUCKY STRIKE - BLUE KS BOX,200,57357,Spain,Gerona,BAT
PHILIP MORRIS - BLEUE KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121200,France,Tarbes - Lourdes,PMI
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Jordan,Amman,PMI
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105623,China,Guangzhou Baiyun,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,124253,Poland,Rzeszow,PMI
SALEM - MENTHOL KS BOX,200,44768,China,Wuhan Tianhe,JTI
MARLBORO - (RED FWD) KS BOX - DENMARK DF - IDM DENMARK,200,124788,Denmark,Faroe Islands,PMI
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Mexico,Cozumel,JTI
DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,200,48007,Turkey,Kayseri Airport,IMPERIAL BRANDS
CAMEL - (BLUE) KS BOX,400,45351,Grenada,St. George's Point Saline,JTI
CHUNGHWA - KS BOX,200,43087,Brazil,Belo Horizonte,CHINA NATIONAL
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - SOUTH ASIA DF,600,113960,India,Cochin,PMI
MARLBORO - EDGE (3.0) KS DSP SUPERSLIMS WHITE - GENERIC DF-ENG TXT,200,123387,Iraq,Erbil International Airport,PMI
NEWS,200,40461,Morocco,Tangier,IMPERIAL BRANDS
DUNHILL - (BLUE) KS BOX,200,49364,China,Pengsheng,BAT
MAYFAIR - KS BOX,600,44279,Great Britain,Liverpool,JTI
CAMEL - ACTIVA KS BOX C,200,85432,Spain,Sevilla,JTI
BENSON & HEDGES - GOLD KS BOX,200,42846,Spain DP,Jerez De La Frontera,BAT
PHILIP MORRIS - KS BOX 600 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,600,121929,France DP,Lyon Saint Exupery,PMI
PARLIAMENT - AQUA BLUE KS RCB 600 WHITE - TURKEY DF,600,70907,Turkey,Adana Airport,PMI
MARLBORO - EDGE (2.0) KS BOX SUPERSLIMS DCV WHITE - TURKEY DF,200,107958,Turkey,Eskisehir Airport,PMI
LAMBERT & BUTLER - KS BOX,400,43912,Great Britain,Southampton,IMPERIAL BRANDS
DAVIDOFF,200,38592,Vietnam,Hanoi,IMPERIAL BRANDS
SUPERKINGS - KS BOX,600,46746,Turkey,Bodrum Airport,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,600,43912,Ghana,Accra,IMPERIAL BRANDS
STATE EXPRESS 555 - MANDARIN PEARL 90's,200,57655,China,Shanghai Hongqiao,BAT
MARLBORO - RED 3.5 KS SOFT - ENGLISH GHW TPD2 DF - IDM GREECE,200,125456,Greece,Corfu,PMI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,600,97296,Chile,Santiago Arturo Merino Benitez,JTI
MARLBORO - GOLD (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123515,Iraq,Baghdad,PMI
MARLBORO - (RED FWD) KS BOX - CES-EE-CA DF-ENG TXT,200,99217,Bosnia-Herzegovinia,Tuzla,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - ENGLISH GHW TPD2 DF - IDM POLAND,600,153169,Poland,Poznan-Lawica,PMI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Taiyuan Wusu,BAT
DUNHILL - INTERNATIONAL KS BOX,200,47577,Mexico,Guadalajara,BAT
