Year,Product Category,Location,DF_Market,TMO,Brand Family,CR_BrandId,DF_Vol,Flavor,Taste,Thickness,Length,cum_volume,cum_pct
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1409112.2,72.65873150948876
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1413299.6,72.87464843386343
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1417487.0,73.09056535823811
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1421674.4,73.30648228261279
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1425861.8,73.52239920698746
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1430049.199999999,73.73831613136213
2024,Cigarettes,Kuwait,Kuwait,BAT,BENSON & HEDGES,42846,4187.4,Regular,Lights,STD,KS,1434236.599999999,73.9542330557368
2024,Cigarettes,Kuwait,Kuwait,PMI,PARLIAMENT,122945,4089.8,Regular,Full Flavor,STD,KS,1438326.399999999,74.16511738427182
2024,Cigarettes,Kuwait,Kuwait,PMI,PARLIAMENT,122945,4089.8,Regular,Full Flavor,STD,KS,1442416.199999999,74.37600171280684
2024,Cigarettes,Kuwait,Kuwait,PMI,PARLIAMENT,122945,4089.8,Regular,Full Flavor,STD,KS,1446506.0,74.58688604134186
2024,Cigarettes,Kuwait,Kuwait,PMI,PARLIAMENT,122945,4089.8,Regular,Full Flavor,STD,KS,1450595.8,74.79777036987689
2024,Cigarettes,Kuwait,Kuwait,PMI,L&M,123642,4069.2,Regular,Full Flavor,STD,KS,1454665.0,75.00759249068346
2024,Cigarettes,Kuwait,Kuwait,PMI,L&M,123642,4069.2,Regular,Full Flavor,STD,KS,1458734.199999999,75.21741461149001
2024,Cigarettes,Kuwait,Kuwait,PMI,L&M,123642,4069.2,Regular,Full Flavor,STD,KS,1462803.399999999,75.42723673229659
2024,Cigarettes,Kuwait,Kuwait,PMI,L&M,123642,4069.2,Regular,Full Flavor,STD,KS,1466872.599999999,75.63705885310316
2024,Cigarettes,Kuwait,Kuwait,PMI,L&M,123642,4069.2,Regular,Full Flavor,STD,KS,1470941.799999999,75.84688097390972
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1474839.399999999,76.04785480121133
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1478737.0,76.24882862851294
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1482634.6,76.44980245581455
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1486532.2,76.65077628311616
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1490429.8,76.85175011041777
2024,Cigarettes,Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,70489,3897.6,Regular,Full Flavor,SLI,KS,1494327.4,77.05272393771938
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1497781.6,77.23083451711828
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1501235.8,77.4089450965172
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1504690.0,77.5870556759161
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1508144.2,77.76516625531502
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1511598.4,77.94327683471393
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1515052.6,78.12138741411285
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1518506.8,78.29949799351175
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1521961.0,78.47760857291067
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1525415.199999999,78.65571915230957
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1528869.399999999,78.83382973170848
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1532323.599999999,79.01194031110738
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1535777.799999999,79.1900508905063
2024,Cigarettes,Kuwait,Kuwait,BAT,DUNHILL,50827,3454.2,Regular,Full Flavor,STD,KS,1539231.999999999,79.3681614699052
